id	audio	duration_ms	n_frames	tgt_text	speaker	tgt_lang
train-163	/path/to/datasets/conll04/audio/train/train-163.wav:0:232397	14524	232397	<triplet> Bob Dole <subj> Kansas <obj> Live_In	0	en
train-164	/path/to/datasets/conll04/audio/train/train-164.wav:0:103109	6444	103109	<triplet> Pacific Marine Inc. <subj> Houston <obj> OrgBased_In	0	en
train-165	/path/to/datasets/conll04/audio/train/train-165.wav:0:26947	1684	26947	<triplet> ANP <subj> The Hague <obj> OrgBased_In	0	en
train-166	/path/to/datasets/conll04/audio/train/train-166.wav:0:185214	11575	185214	<triplet> John Wilkes Booth <subj> President Abraham Lincoln <obj> Kill	0	en
train-167	/path/to/datasets/conll04/audio/train/train-167.wav:0:243543	15221	243543	<triplet> Gavrilo Princip <subj> Archduke Ferdinand <obj> Kill	0	en
train-168	/path/to/datasets/conll04/audio/train/train-168.wav:0:213821	13363	213821	<triplet> Radio Bosnia-Herzegovina Network <subj> Sarajevo <obj> OrgBased_In	0	en
train-169	/path/to/datasets/conll04/audio/train/train-169.wav:0:115369	7210	115369	<triplet> Mlita hill <subj> Iqlim al-Tuffah <obj> Located_In	0	en
train-170	/path/to/datasets/conll04/audio/train/train-170.wav:0:233512	14594	233512	<triplet> Kebara cave <subj> Israel <obj> Located_In <triplet> Haifa <subj> Israel <obj> Located_In	0	en
train-171	/path/to/datasets/conll04/audio/train/train-171.wav:0:364658	22791	364658	<triplet> James G. Blight <subj> Harvard University <obj> Work_For <subj> John F. Kennedy School of Government <obj> Work_For <triplet> David A. Welch <subj> Harvard University <obj> Work_For <subj> John F. Kennedy School of Government <obj> Work_For	0	en
train-172	/path/to/datasets/conll04/audio/train/train-172.wav:0:188558	11784	188558	<triplet> Lee Harvey Oswald <subj> President John F. Kennedy <obj> Kill	0	en
train-173	/path/to/datasets/conll04/audio/train/train-173.wav:0:278466	17404	278466	<triplet> Richard Kennedy <subj> GE <obj> Work_For	0	en
train-174	/path/to/datasets/conll04/audio/train/train-174.wav:0:143976	8998	143976	<triplet> Andrew Jackson <subj> Waxhaw , S.C. <obj> Live_In	0	en
train-175	/path/to/datasets/conll04/audio/train/train-175.wav:0:187072	11692	187072	<triplet> Robert Weisner <subj> Washington <obj> Live_In	0	en
train-176	/path/to/datasets/conll04/audio/train/train-176.wav:0:91963	5747	91963	<triplet> Henry Fonda <subj> Grand Island ,Neb. <obj> Live_In	0	en
train-177	/path/to/datasets/conll04/audio/train/train-177.wav:0:126143	7883	126143	<triplet> Reagan <subj> U.S. <obj> Live_In <triplet> State Department <subj> U.S. <obj> OrgBased_In	0	en
train-178	/path/to/datasets/conll04/audio/train/train-178.wav:0:153264	9579	153264	<triplet> Abebe Worke <subj> Ethiopia <obj> Live_In <subj> High Court <obj> Work_For	0	en
train-179	/path/to/datasets/conll04/audio/train/train-179.wav:0:196732	12295	196732	<triplet> Steve Hardy <subj> Coast Guard <obj> Work_For	0	en
train-180	/path/to/datasets/conll04/audio/train/train-180.wav:0:185586	11599	185586	<triplet> Radio France International <subj> Paris <obj> OrgBased_In	0	en
train-181	/path/to/datasets/conll04/audio/train/train-181.wav:0:220880	13805	220880	<triplet> George Lucas <subj> Modesto <obj> Live_In	0	en
train-182	/path/to/datasets/conll04/audio/train/train-182.wav:0:169611	10600	169611	<triplet> Cardenas <subj> PRD <obj> Work_For <subj> Party of the Democratic Revolution <obj> Work_For	0	en
train-183	/path/to/datasets/conll04/audio/train/train-183.wav:0:175926	10995	175926	<triplet> Riga <subj> Latvia <obj> Located_In <subj> Soviet Union <obj> Located_In <triplet> Latvia <subj> Soviet Union <obj> Located_In	0	en
train-184	/path/to/datasets/conll04/audio/train/train-184.wav:0:175183	10948	175183	<triplet> Sevket Kazan <subj> RP <obj> Work_For <subj> Welfare Party <obj> Work_For	0	en
train-185	/path/to/datasets/conll04/audio/train/train-185.wav:0:200447	12527	200447	<triplet> Santiago <subj> Chile. <obj> Located_In	0	en
train-186	/path/to/datasets/conll04/audio/train/train-186.wav:0:147691	9230	147691	<triplet> Actress Angie Dickinson <subj> Kulm , N.D. <obj> Live_In	0	en
train-187	/path/to/datasets/conll04/audio/train/train-187.wav:0:112025	7001	112025	<triplet> The National Space Development Agency <subj> Japan <obj> OrgBased_In	0	en
train-188	/path/to/datasets/conll04/audio/train/train-188.wav:0:42180	2636	42180	<triplet> Radiozurnal Radio Network <subj> Prague <obj> OrgBased_In	0	en
train-189	/path/to/datasets/conll04/audio/train/train-189.wav:0:136917	8557	136917	<triplet> Connecticut Valley Hospital <subj> Middletown <obj> Located_In	0	en
train-190	/path/to/datasets/conll04/audio/train/train-190.wav:0:112025	7001	112025	<triplet> Mark David Chapman <subj> Lennon <obj> Kill	0	en
train-191	/path/to/datasets/conll04/audio/train/train-191.wav:0:251716	15732	251716	<triplet> David Cicippio <subj> North Wales <obj> Live_In <subj> Pa. <obj> Live_In <triplet> North Wales <subj> Pa. <obj> Located_In	0	en
train-192	/path/to/datasets/conll04/audio/train/train-192.wav:0:174069	10879	174069	<triplet> James Monroe <subj> Westmoreland County , Va <obj> Live_In	0	en
train-193	/path/to/datasets/conll04/audio/train/train-193.wav:0:32520	2032	32520	<triplet> INTERFAX <subj> Moscow <obj> OrgBased_In	0	en
train-194	/path/to/datasets/conll04/audio/train/train-194.wav:0:221623	13851	221623	<triplet> Lance Davis <subj> Truck Stops of America <obj> Work_For <subj> Ontario <obj> Live_In <triplet> Truck Stops of America <subj> Ontario <obj> OrgBased_In	0	en
train-195	/path/to/datasets/conll04/audio/train/train-195.wav:0:184100	11506	184100	<triplet> Barbara Houser <subj> Minpeco S.A. <obj> Work_For	0	en
train-196	/path/to/datasets/conll04/audio/train/train-196.wav:0:181128	11320	181128	<triplet> DAO SIAM <subj> Bangkok <obj> OrgBased_In	0	en
train-197	/path/to/datasets/conll04/audio/train/train-197.wav:0:50353	3147	50353	<triplet> SEOUL <subj> South Korea <obj> Located_In <triplet> AP <subj> SEOUL <obj> OrgBased_In <subj> South Korea <obj> OrgBased_In	0	en
train-198	/path/to/datasets/conll04/audio/train/train-198.wav:0:250973	15685	250973	<triplet> Vicente Licona <subj> Indemerc-Louis Harris <obj> Work_For <triplet> Cecilia Soto <subj> Labor Party <obj> Work_For	0	en
train-199	/path/to/datasets/conll04/audio/train/train-199.wav:0:367259	22953	367259	<triplet> Angolan Government <subj> Angola <obj> OrgBased_In	0	en
train-200	/path/to/datasets/conll04/audio/train/train-200.wav:0:29548	1846	29548	<triplet> MEMPHIS <subj> Tenn . <obj> Located_In	0	en
train-201	/path/to/datasets/conll04/audio/train/train-201.wav:0:309302	19331	309302	<triplet> Russian State Duma <subj> Moscow <obj> OrgBased_In <triplet> Konstantin Zatulin <subj> Moscow <obj> Live_In <subj> Russian State Duma <obj> Work_For	0	en
train-202	/path/to/datasets/conll04/audio/train/train-202.wav:0:65585	4099	65585	<triplet> Thurgood Marshall <subj> Baltimore <obj> Live_In	0	en
train-203	/path/to/datasets/conll04/audio/train/train-203.wav:0:203790	12736	203790	<triplet> Ramona <subj> San Diego <obj> Located_In	0	en
train-204	/path/to/datasets/conll04/audio/train/train-204.wav:0:113883	7117	113883	<triplet> Calvin Coolidge <subj> Plymouth , Vt <obj> Live_In	0	en
train-205	/path/to/datasets/conll04/audio/train/train-205.wav:0:156236	9764	156236	<triplet> Jim Bowell <subj> Butler Township Fire Department <obj> Work_For	0	en
train-206	/path/to/datasets/conll04/audio/train/train-206.wav:0:29919	1869	29919	<triplet> TRENTON <subj> N.J. <obj> Located_In	0	en
train-207	/path/to/datasets/conll04/audio/train/train-207.wav:0:184843	11552	184843	<triplet> Judy Kaye <subj> New York Opera Repertory Theater <obj> Work_For	0	en
train-208	/path/to/datasets/conll04/audio/train/train-208.wav:0:124657	7791	124657	<triplet> Chapman <subj> Lennon <obj> Kill	0	en
train-209	/path/to/datasets/conll04/audio/train/train-209.wav:0:213078	13317	213078	<triplet> Mr. Vishnu Hari Dalmia <subj> VHP <obj> Work_For	0	en
train-210	/path/to/datasets/conll04/audio/train/train-210.wav:0:224967	14060	224967	<triplet> Lee Harvey Oswald <subj> President Kennedy <obj> Kill	0	en
train-211	/path/to/datasets/conll04/audio/train/train-211.wav:0:230168	14385	230168	<triplet> Ernest L. Boyer <subj> Carnegie Foundation for the Advancement of Teaching <obj> Work_For	0	en
train-212	/path/to/datasets/conll04/audio/train/train-212.wav:0:156236	9764	156236	<triplet> Santa Catarina Palopo <subj> Solola <obj> Located_In	0	en
train-213	/path/to/datasets/conll04/audio/train/train-213.wav:0:277723	17357	277723	<triplet> Stephen K. Yee. <subj> Chinese Consolidated Benevolent Association <obj> Work_For	0	en
train-214	/path/to/datasets/conll04/audio/train/train-214.wav:0:226825	14176	226825	<triplet> Tom Wolfe <subj> Richmond <obj> Live_In	0	en
train-215	/path/to/datasets/conll04/audio/train/train-215.wav:0:117226	7326	117226	<triplet> Louis W. Parker <subj> Budapest , Hungary <obj> Live_In	0	en
train-216	/path/to/datasets/conll04/audio/train/train-216.wav:0:284410	17775	284410	<triplet> Gary H. Heichel <subj> USDA <obj> Work_For	0	en
train-217	/path/to/datasets/conll04/audio/train/train-217.wav:0:45152	2822	45152	<triplet> O ESTADO DE SAO PAULO <subj> Sao Paulo <obj> OrgBased_In	0	en
train-218	/path/to/datasets/conll04/audio/train/train-218.wav:0:180385	11274	180385	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-219	/path/to/datasets/conll04/audio/train/train-219.wav:0:166639	10414	166639	<triplet> Martin Van Buren <subj> Kinderhook , N.Y. <obj> Live_In	0	en
train-220	/path/to/datasets/conll04/audio/train/train-220.wav:0:279580	17473	279580	<triplet> Osny Eugene <subj> Senate <obj> Work_For	0	en
train-221	/path/to/datasets/conll04/audio/train/train-221.wav:0:188187	11761	188187	<triplet> Rocky Flats <subj> Colorado <obj> Located_In <triplet> Fernald <subj> Ohio <obj> Located_In	0	en
train-222	/path/to/datasets/conll04/audio/train/train-222.wav:0:27690	1730	27690	<triplet> N-TV <subj> Berlin <obj> OrgBased_In	0	en
train-223	/path/to/datasets/conll04/audio/train/train-223.wav:0:232769	14548	232769	<triplet> JINGJI YANJIU <subj> Beijing <obj> OrgBased_In	0	en
train-224	/path/to/datasets/conll04/audio/train/train-224.wav:0:38464	2404	38464	<triplet> KHARTOUM <subj> Sudan <obj> Located_In	0	en
train-225	/path/to/datasets/conll04/audio/train/train-225.wav:0:134688	8418	134688	<triplet> James Cirona <subj> Federal Home Loan Bank <obj> Work_For <subj> San Francisco <obj> Live_In <triplet> Federal Home Loan Bank <subj> San Francisco <obj> OrgBased_In	0	en
train-226	/path/to/datasets/conll04/audio/train/train-226.wav:0:115740	7233	115740	<triplet> Leon Czolgosz <subj> President McKinley <obj> Kill	0	en
train-227	/path/to/datasets/conll04/audio/train/train-227.wav:0:203047	12690	203047	<triplet> John Wilkes Booth <subj> Lincoln <obj> Kill	0	en
train-228	/path/to/datasets/conll04/audio/train/train-228.wav:0:386949	24184	386949	<triplet> Marrackech <subj> Morocco <obj> Located_In	0	en
train-229	/path/to/datasets/conll04/audio/train/train-229.wav:0:230911	14431	230911	<triplet> Reuven Pedatzur <subj> Jaffe Center for Strategic Studies <obj> Work_For	0	en
train-230	/path/to/datasets/conll04/audio/train/train-230.wav:0:92706	5794	92706	<triplet> NEZAVISIMAYA GAZETA <subj> Moscow <obj> OrgBased_In	0	en
train-231	/path/to/datasets/conll04/audio/train/train-231.wav:0:383234	23952	383234	<triplet> Leon Czolgosz <subj> President McKinley <obj> Kill	0	en
train-232	/path/to/datasets/conll04/audio/train/train-232.wav:0:123171	7698	123171	<triplet> Joe Weitz <subj> Emery <obj> Work_For	0	en
train-233	/path/to/datasets/conll04/audio/train/train-233.wav:0:264720	16545	264720	<triplet> John Wilkes Booth <subj> Lincoln <obj> Kill	0	en
train-234	/path/to/datasets/conll04/audio/train/train-234.wav:0:287382	17961	287382	<triplet> James Earl Ray <subj> Martin Luther King Jr <obj> Kill	0	en
train-235	/path/to/datasets/conll04/audio/train/train-235.wav:0:420758	26297	420758	<triplet> Olgerts Pavlovskis <subj> European Community <obj> Work_For	0	en
train-236	/path/to/datasets/conll04/audio/train/train-236.wav:0:113511	7094	113511	<triplet> Portland <subj> Maine <obj> Located_In	0	en
train-237	/path/to/datasets/conll04/audio/train/train-237.wav:0:282553	17659	282553	<triplet> John Mazor <subj> Air Line Pilots Association <obj> Work_For	0	en
train-238	/path/to/datasets/conll04/audio/train/train-238.wav:0:331965	20747	331965	<triplet> Nils Bemer <subj> Bellona <obj> Work_For <triplet> Tomas Nilsen <subj> Bellona <obj> Work_For <triplet> Northern Fleet <subj> Russia <obj> OrgBased_In	0	en
train-239	/path/to/datasets/conll04/audio/train/train-239.wav:0:141004	8812	141004	<triplet> Tom Selleck <subj> Detroit <obj> Live_In	0	en
train-240	/path/to/datasets/conll04/audio/train/train-240.wav:0:87133	5445	87133	<triplet> Mrs. Tsuruyama <subj> Yatsushiro <obj> Live_In <subj> Kumamoto Prefecture <obj> Live_In <subj> Japan <obj> Live_In <triplet> Yatsushiro <subj> Kumamoto Prefecture <obj> Located_In <subj> Japan <obj> Located_In <triplet> Kumamoto Prefecture <subj> Japan <obj> Located_In	0	en
train-241	/path/to/datasets/conll04/audio/train/train-241.wav:0:206020	12876	206020	<triplet> KRASNAYA ZVEZDA <subj> Moscow <obj> OrgBased_In	0	en
train-242	/path/to/datasets/conll04/audio/train/train-242.wav:0:336051	21003	336051	<triplet> Ruben Blades <subj> Papa Egoro Movement <obj> Work_For <subj> MPE <obj> Work_For	0	en
train-243	/path/to/datasets/conll04/audio/train/train-243.wav:0:123542	7721	123542	<triplet> Calvin Coolidge <subj> Plymouth , Vt <obj> Live_In	0	en
train-244	/path/to/datasets/conll04/audio/train/train-244.wav:0:200818	12551	200818	<triplet> John Harvey Adamson <subj> Don Bolles <obj> Kill	0	en
train-245	/path/to/datasets/conll04/audio/train/train-245.wav:0:215679	13479	215679	<triplet> David Graham <subj> Veterans Administration O Center <obj> Work_For <triplet> Veterans Administration O Center <subj> Houston <obj> OrgBased_In	0	en
train-246	/path/to/datasets/conll04/audio/train/train-246.wav:0:210106	13131	210106	<triplet> Phillip Lieberman <subj> Brown Univeristy <obj> Work_For <subj> Providence <obj> Live_In <subj> R.I. <obj> Live_In <triplet> Brown Univeristy <subj> Providence <obj> OrgBased_In <subj> R.I. <obj> OrgBased_In <triplet> Providence <subj> R.I. <obj> Located_In	0	en
train-247	/path/to/datasets/conll04/audio/train/train-247.wav:0:100137	6258	100137	<triplet> Chris Herr <subj> Wool Wizards <obj> Work_For	0	en
train-248	/path/to/datasets/conll04/audio/train/train-248.wav:0:272893	17055	272893	<triplet> Babe Ruth <subj> Camden Yards <obj> Live_In	0	en
train-249	/path/to/datasets/conll04/audio/train/train-249.wav:0:65214	4075	65214	<triplet> Kakuei Tanaka <subj> Liberal Democratic Party <obj> Work_For <triplet> Noboru Takeshita <subj> Liberal Democratic Party <obj> Work_For	0	en
train-250	/path/to/datasets/conll04/audio/train/train-250.wav:0:135802	8487	135802	<triplet> James Dickey <subj> Georgia <obj> Live_In	0	en
train-251	/path/to/datasets/conll04/audio/train/train-251.wav:0:151405	9462	151405	<triplet> Oswald <subj> Kennedy <obj> Kill	0	en
train-252	/path/to/datasets/conll04/audio/train/train-252.wav:0:170724	10670	170724	<triplet> Booth <subj> Lincoln <obj> Kill	0	en
train-253	/path/to/datasets/conll04/audio/train/train-253.wav:0:210849	13178	210849	<triplet> Cox Packing Co. <subj> Devine <obj> OrgBased_In <triplet> TSW Meats Ltd. <subj> Liverpool <obj> OrgBased_In	0	en
train-254	/path/to/datasets/conll04/audio/train/train-254.wav:0:48124	3007	48124	<triplet> Gallup Indian Center <subj> N.M. <obj> Located_In	0	en
train-255	/path/to/datasets/conll04/audio/train/train-255.wav:0:206391	12899	206391	<triplet> K mart <subj> St. Claire Shores <obj> OrgBased_In <subj> Mich . <obj> OrgBased_In <triplet> St. Claire Shores <subj> Mich . <obj> Located_In	0	en
train-256	/path/to/datasets/conll04/audio/train/train-256.wav:0:99765	6235	99765	<triplet> Minox company <subj> Heuchelheim <obj> OrgBased_In	0	en
train-257	/path/to/datasets/conll04/audio/train/train-257.wav:0:113883	7117	113883	<triplet> Oswald <subj> Kennedy. <obj> Kill	0	en
train-258	/path/to/datasets/conll04/audio/train/train-258.wav:0:223852	13990	223852	<triplet> XINHUA <subj> Hefei <obj> OrgBased_In	0	en
train-259	/path/to/datasets/conll04/audio/train/train-259.wav:0:261004	16312	261004	<triplet> Felix S. Bloch <subj> U.S. <obj> Live_In	0	en
train-260	/path/to/datasets/conll04/audio/train/train-260.wav:0:239085	14942	239085	<triplet> Anthony M. Kennedy <subj> Supreme Court <obj> Work_For	0	en
train-261	/path/to/datasets/conll04/audio/train/train-261.wav:0:239456	14966	239456	<triplet> Jean-Verdy Bastien <subj> Celeste Borlette Banks <obj> Work_For <subj> Celeste FM <obj> Work_For	0	en
train-262	/path/to/datasets/conll04/audio/train/train-262.wav:0:466455	29153	466455	<triplet> Jesse James <subj> Kearney <obj> Live_In <subj> Centerville <obj> Live_In <subj> Clay County , Mo. <obj> Live_In	0	en
train-263	/path/to/datasets/conll04/audio/train/train-263.wav:0:219766	13735	219766	<triplet> Epps <subj> Epps Aviation <obj> Work_For <triplet> Epps Aviation <subj> DeKalb Peachtree Airport <obj> OrgBased_In	0	en
train-264	/path/to/datasets/conll04/audio/train/train-264.wav:0:256175	16010	256175	<triplet> Granic <subj> Croatia <obj> Live_In <subj> Croatia <obj> Live_In	0	en
train-265	/path/to/datasets/conll04/audio/train/train-265.wav:0:272893	17055	272893	<triplet> MAINICHI SHIMBUN <subj> Tokyo <obj> OrgBased_In	0	en
train-266	/path/to/datasets/conll04/audio/train/train-266.wav:0:256546	16034	256546	<triplet> Millard Fillmore <subj> Summerhill , N.Y. <obj> Live_In	0	en
train-267	/path/to/datasets/conll04/audio/train/train-267.wav:0:146576	9161	146576	<triplet> Stockholm <subj> Sweden. <obj> Located_In	0	en
train-268	/path/to/datasets/conll04/audio/train/train-268.wav:0:263605	16475	263605	<triplet> Ginsberg <subj> New Jersey <obj> Live_In	0	en
train-269	/path/to/datasets/conll04/audio/train/train-269.wav:0:285525	17845	285525	<triplet> Darci Alves Pereira <subj> Mendes <obj> Kill	0	en
train-270	/path/to/datasets/conll04/audio/train/train-270.wav:0:162923	10182	162923	<triplet> Margie Clack. <subj> Forest Service <obj> Work_For	0	en
train-271	/path/to/datasets/conll04/audio/train/train-271.wav:0:223481	13967	223481	<triplet> Duane Hanson <subj> Minnesota <obj> Live_In	0	en
train-272	/path/to/datasets/conll04/audio/train/train-272.wav:0:35864	2241	35864	<triplet> LANCASTER <subj> Ky. <obj> Located_In	0	en
train-273	/path/to/datasets/conll04/audio/train/train-273.wav:0:310416	19401	310416	<triplet> Chinese Government <subj> China <obj> OrgBased_In <subj> China <obj> OrgBased_In	0	en
train-274	/path/to/datasets/conll04/audio/train/train-274.wav:0:179270	11204	179270	<triplet> Bob Dole <subj> Russell , Kan <obj> Live_In	0	en
train-275	/path/to/datasets/conll04/audio/train/train-275.wav:0:136917	8557	136917	<triplet> George Washington <subj> Westmoreland County <obj> Live_In	0	en
train-276	/path/to/datasets/conll04/audio/train/train-276.wav:0:168125	10507	168125	<triplet> Harold Richardson <subj> U.S. Strategic Defense Initiative Office <obj> Work_For	0	en
train-277	/path/to/datasets/conll04/audio/train/train-277.wav:0:251345	15709	251345	<triplet> John Shalikashvili <subj> Joint Chiefs of Staff <obj> Work_For	0	en
train-278	/path/to/datasets/conll04/audio/train/train-278.wav:0:26947	1684	26947	<triplet> THE NATION <subj> Bangkok <obj> OrgBased_In	0	en
train-279	/path/to/datasets/conll04/audio/train/train-279.wav:0:370974	23185	370974	<triplet> Lee Harvey Oswald <subj> Mr Kennedy <obj> Kill	0	en
train-280	/path/to/datasets/conll04/audio/train/train-280.wav:0:209362	13085	209362	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-281	/path/to/datasets/conll04/audio/train/train-281.wav:0:195989	12249	195989	<triplet> Perugia <subj> Umbria <obj> Located_In	0	en
train-282	/path/to/datasets/conll04/audio/train/train-282.wav:0:233883	14617	233883	<triplet> Gen. Samuel K. Doe <subj> President William Tolbert <obj> Kill	0	en
train-283	/path/to/datasets/conll04/audio/train/train-283.wav:0:206020	12876	206020	<triplet> Goddess of Democracy <subj> Chinatown <obj> Located_In	0	en
train-284	/path/to/datasets/conll04/audio/train/train-284.wav:0:234255	14640	234255	<triplet> Darly Alves da Silva <subj> Mendes <obj> Kill	0	en
train-285	/path/to/datasets/conll04/audio/train/train-285.wav:0:172583	10786	172583	<triplet> Sirhan <subj> Kennedy <obj> Kill	0	en
train-286	/path/to/datasets/conll04/audio/train/train-286.wav:0:152892	9555	152892	<triplet> Javier Perez de Cuellar <subj> U.N. <obj> Work_For	0	en
train-287	/path/to/datasets/conll04/audio/train/train-287.wav:0:244658	15291	244658	<triplet> Grande Isle <subj> Vt. <obj> Located_In <triplet> St. Albans <subj> Vt. <obj> Located_In	0	en
train-288	/path/to/datasets/conll04/audio/train/train-288.wav:0:485774	30360	485774	<triplet> Alvaro Arzu <subj> National Vanguard Party <obj> Work_For	0	en
train-289	/path/to/datasets/conll04/audio/train/train-289.wav:0:240942	15058	240942	<triplet> Afar district <subj> Djibouti <obj> Located_In <subj> Arhiba <obj> Located_In <triplet> Arhiba <subj> Djibouti <obj> Located_In <triplet> Djama Elabe <subj> Party for Democratic Renewal <obj> Work_For	0	en
train-290	/path/to/datasets/conll04/audio/train/train-290.wav:0:189673	11854	189673	<triplet> Mount Blanc <subj> Western Europe <obj> Located_In	0	en
train-291	/path/to/datasets/conll04/audio/train/train-291.wav:0:246515	15407	246515	<triplet> Ralph K. Winter <subj> 2nd U.S. Circuit Court of Appeals <obj> Work_For <triplet> 2nd U.S. Circuit Court of Appeals <subj> New York City <obj> OrgBased_In <triplet> Kenneth Starr <subj> U.S. Circuit Court of Appeals <obj> Work_For <triplet> U.S. Circuit Court of Appeals <subj> District of Columbia <obj> OrgBased_In	0	en
train-292	/path/to/datasets/conll04/audio/train/train-292.wav:0:369488	23093	369488	<triplet> Grigory Karasin <subj> Foreign Ministry <obj> Work_For	0	en
train-293	/path/to/datasets/conll04/audio/train/train-293.wav:0:164781	10298	164781	<triplet> Anhui <subj> China <obj> Located_In	0	en
train-294	/path/to/datasets/conll04/audio/train/train-294.wav:0:169611	10600	169611	<triplet> N-TV <subj> Berlin <obj> OrgBased_In	0	en
train-295	/path/to/datasets/conll04/audio/train/train-295.wav:0:172211	10763	172211	<triplet> Florida <subj> Gulf Coast <obj> Located_In	0	en
train-296	/path/to/datasets/conll04/audio/train/train-296.wav:0:114254	7140	114254	<triplet> Lou Ray <subj> Fontana <obj> Live_In	0	en
train-297	/path/to/datasets/conll04/audio/train/train-297.wav:0:169239	10577	169239	<triplet> I KATHIMERINI <subj> Athens <obj> OrgBased_In	0	en
train-298	/path/to/datasets/conll04/audio/train/train-298.wav:0:103109	6444	103109	<triplet> Will Rogers <subj> Oologah , Okla <obj> Live_In	0	en
train-299	/path/to/datasets/conll04/audio/train/train-299.wav:0:32520	2032	32520	<triplet> FRESNO <subj> Calif. <obj> Located_In	0	en
train-300	/path/to/datasets/conll04/audio/train/train-300.wav:0:202304	12644	202304	<triplet> George Malina <subj> Healy <obj> Work_For	0	en
train-301	/path/to/datasets/conll04/audio/train/train-301.wav:0:34006	2125	34006	<triplet> I KATHIMERINI <subj> Athens <obj> OrgBased_In	0	en
train-302	/path/to/datasets/conll04/audio/train/train-302.wav:0:171468	10716	171468	<triplet> Cybill Shepherd <subj> Memphis <obj> Live_In	0	en
train-303	/path/to/datasets/conll04/audio/train/train-303.wav:0:204533	12783	204533	<triplet> Perez de Cuellar <subj> U.N. <obj> Work_For <subj> United Nations <obj> Work_For	0	en
train-304	/path/to/datasets/conll04/audio/train/train-304.wav:0:145833	9114	145833	<triplet> Lee Harvey Oswald <subj> Kennedy <obj> Kill	0	en
train-305	/path/to/datasets/conll04/audio/train/train-305.wav:0:186329	11645	186329	<triplet> Stephen Greiner <subj> Farley <obj> Work_For	0	en
train-306	/path/to/datasets/conll04/audio/train/train-306.wav:0:305958	19122	305958	<triplet> TANJUG <subj> Knin <obj> OrgBased_In <triplet> Milan Martic <subj> Krajina <obj> Live_In <subj> RSK <obj> Live_In <subj> republic of Serbian Krajina <obj> Live_In	0	en
train-307	/path/to/datasets/conll04/audio/train/train-307.wav:0:132086	8255	132086	<triplet> Lee Harvey Oswald <subj> President John F. Kennedy <obj> Kill	0	en
train-308	/path/to/datasets/conll04/audio/train/train-308.wav:0:275494	17218	275494	<triplet> Rudolf Filkus <subj> Slovakia <obj> Live_In	0	en
train-309	/path/to/datasets/conll04/audio/train/train-309.wav:0:221623	13851	221623	<triplet> Warner <subj> Home State Savings Bank of Cincinnati <obj> Work_For	0	en
train-310	/path/to/datasets/conll04/audio/train/train-310.wav:0:122055	7628	122055	<triplet> Moscow <subj> Russia <obj> Located_In <triplet> PRAVDA <subj> Moscow <obj> OrgBased_In <subj> Russia <obj> OrgBased_In	0	en
train-311	/path/to/datasets/conll04/audio/train/train-311.wav:0:45522	2845	45522	<triplet> HIGH ISLAND <subj> Texas <obj> Located_In	0	en
train-312	/path/to/datasets/conll04/audio/train/train-312.wav:0:98279	6142	98279	<triplet> Anhui <subj> China <obj> Located_In	0	en
train-313	/path/to/datasets/conll04/audio/train/train-313.wav:0:122055	7628	122055	<triplet> DES MOINES <subj> Iowa <obj> Located_In	0	en
train-314	/path/to/datasets/conll04/audio/train/train-314.wav:0:203047	12690	203047	<triplet> James O 'Brien <subj> California Highway Patrol <obj> Work_For	0	en
train-315	/path/to/datasets/conll04/audio/train/train-315.wav:0:59269	3704	59269	<triplet> Radio Bosnia-Herzegovina Network <subj> Sarajevo <obj> OrgBased_In	0	en
train-316	/path/to/datasets/conll04/audio/train/train-316.wav:0:224596	14037	224596	<triplet> Bernice K. McIntyre. <subj> Department of Public Utilities <obj> Work_For	0	en
train-317	/path/to/datasets/conll04/audio/train/train-317.wav:0:28433	1777	28433	<triplet> AP <subj> VATICAN CITY <obj> OrgBased_In	0	en
train-318	/path/to/datasets/conll04/audio/train/train-318.wav:0:144719	9044	144719	<triplet> National Aeronautics and Space Administration. <subj> America <obj> OrgBased_In	0	en
train-319	/path/to/datasets/conll04/audio/train/train-319.wav:0:234627	14664	234627	<triplet> Abraham Lincoln <subj> Larue County , Kentucky <obj> Live_In	0	en
train-320	/path/to/datasets/conll04/audio/train/train-320.wav:0:169982	10623	169982	<triplet> Fire Department <subj> Orange County <obj> OrgBased_In <triplet> Hugh Madlock <subj> Orange County <obj> Live_In <subj> Fire Department <obj> Work_For	0	en
train-321	/path/to/datasets/conll04/audio/train/train-321.wav:0:179270	11204	179270	<triplet> Pasadena <subj> Calif. <obj> Located_In <triplet> Gary <subj> Ind . <obj> Located_In	0	en
train-322	/path/to/datasets/conll04/audio/train/train-322.wav:0:199331	12458	199331	<triplet> Kelowna <subj> British Columbia <obj> Located_In	0	en
train-323	/path/to/datasets/conll04/audio/train/train-323.wav:0:101994	6374	101994	<triplet> M. Pierre Brochand <subj> France <obj> Live_In	0	en
train-324	/path/to/datasets/conll04/audio/train/train-324.wav:0:102366	6397	102366	<triplet> Oswald <subj> Kennedy <obj> Kill	0	en
train-325	/path/to/datasets/conll04/audio/train/train-325.wav:0:286639	17914	286639	<triplet> ANP <subj> The Hague <obj> OrgBased_In <subj> The Hague <obj> OrgBased_In	0	en
